UID	TCID	QUID	Reaction	Evalue	Identity
P43548	2.A.3.10.14	P24207	[('alpha-amino acid  + n H+  = alpha-amino acid  + n H+', 'CHEBI:33704 + n CHEBI:15378 = CHEBI:33704 + n CHEBI:15378')]	4.34e-55	31.891
Q08986	2.A.3.10.15	P25737	[('glutamate(2-)  + n H+  = glutamate(2-)  + n H+', 'CHEBI:29987 + n CHEBI:15378 = CHEBI:29987 + n CHEBI:15378'), ('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('polyamine macromolecule  + n H+  = polyamine macromolecule  + n H+', 'CHEBI:8301 + n CHEBI:15378 = CHEBI:8301 + n CHEBI:15378'), ('sinefungin  + n H+  = sinefungin  + n H+', 'CHEBI:45453 + n CHEBI:15378 = CHEBI:45453 + n CHEBI:15378'), ('S-adenosyl-L-methionine  + n H+  = S-adenosyl-L-methionine  + n H+', 'CHEBI:15414 + n CHEBI:15378 = CHEBI:15414 + n CHEBI:15378')]	3.96e-63	31.224
Q08986	2.A.3.10.15	Q47689	[('glutamate(2-)  + n H+  = glutamate(2-)  + n H+', 'CHEBI:29987 + n CHEBI:15378 = CHEBI:29987 + n CHEBI:15378'), ('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('polyamine macromolecule  + n H+  = polyamine macromolecule  + n H+', 'CHEBI:8301 + n CHEBI:15378 = CHEBI:8301 + n CHEBI:15378'), ('sinefungin  + n H+  = sinefungin  + n H+', 'CHEBI:45453 + n CHEBI:15378 = CHEBI:45453 + n CHEBI:15378'), ('S-adenosyl-L-methionine  + n H+  = S-adenosyl-L-methionine  + n H+', 'CHEBI:15414 + n CHEBI:15378 = CHEBI:15414 + n CHEBI:15378')]	3.1e-44	30.126
Q08986	2.A.3.10.15	P24207	[('glutamate(2-)  + n H+  = glutamate(2-)  + n H+', 'CHEBI:29987 + n CHEBI:15378 = CHEBI:29987 + n CHEBI:15378'), ('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('polyamine macromolecule  + n H+  = polyamine macromolecule  + n H+', 'CHEBI:8301 + n CHEBI:15378 = CHEBI:8301 + n CHEBI:15378'), ('sinefungin  + n H+  = sinefungin  + n H+', 'CHEBI:45453 + n CHEBI:15378 = CHEBI:45453 + n CHEBI:15378'), ('S-adenosyl-L-methionine  + n H+  = S-adenosyl-L-methionine  + n H+', 'CHEBI:15414 + n CHEBI:15378 = CHEBI:15414 + n CHEBI:15378')]	8.239999999999999e-48	32.692
Q08986	2.A.3.10.15	P27837	[('glutamate(2-)  + n H+  = glutamate(2-)  + n H+', 'CHEBI:29987 + n CHEBI:15378 = CHEBI:29987 + n CHEBI:15378'), ('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('polyamine macromolecule  + n H+  = polyamine macromolecule  + n H+', 'CHEBI:8301 + n CHEBI:15378 = CHEBI:8301 + n CHEBI:15378'), ('sinefungin  + n H+  = sinefungin  + n H+', 'CHEBI:45453 + n CHEBI:15378 = CHEBI:45453 + n CHEBI:15378'), ('S-adenosyl-L-methionine  + n H+  = S-adenosyl-L-methionine  + n H+', 'CHEBI:15414 + n CHEBI:15378 = CHEBI:15414 + n CHEBI:15378')]	4.26e-43	30.488
Q12372	2.A.3.10.16	P25737	[('S-methyl-L-methionine  + n H+  = S-methyl-L-methionine  + n H+', 'CHEBI:17728 + n CHEBI:15378 = CHEBI:17728 + n CHEBI:15378')]	1.64e-69	31.489
Q12372	2.A.3.10.16	P15993	[('S-methyl-L-methionine  + n H+  = S-methyl-L-methionine  + n H+', 'CHEBI:17728 + n CHEBI:15378 = CHEBI:17728 + n CHEBI:15378')]	3.31e-46	30.075
Q12372	2.A.3.10.16	P24207	[('S-methyl-L-methionine  + n H+  = S-methyl-L-methionine  + n H+', 'CHEBI:17728 + n CHEBI:15378 = CHEBI:17728 + n CHEBI:15378')]	1.3199999999999998e-52	31.392
Q12372	2.A.3.10.16	P27837	[('S-methyl-L-methionine  + n H+  = S-methyl-L-methionine  + n H+', 'CHEBI:17728 + n CHEBI:15378 = CHEBI:17728 + n CHEBI:15378')]	1.1899999999999999e-48	30.361
Q8J266	2.A.3.10.17	P25737	[('alpha-amino acid  + n H+  = alpha-amino acid  + n H+', 'CHEBI:33704 + n CHEBI:15378 = CHEBI:33704 + n CHEBI:15378')]	5.1e-92	34.99
Q8J266	2.A.3.10.17	P0AAE2	[('alpha-amino acid  + n H+  = alpha-amino acid  + n H+', 'CHEBI:33704 + n CHEBI:15378 = CHEBI:33704 + n CHEBI:15378')]	1.91e-47	30.392
Q8J266	2.A.3.10.17	P77610	[('alpha-amino acid  + n H+  = alpha-amino acid  + n H+', 'CHEBI:33704 + n CHEBI:15378 = CHEBI:33704 + n CHEBI:15378')]	2.8099999999999996e-45	30.435
Q8J266	2.A.3.10.17	P15993	[('alpha-amino acid  + n H+  = alpha-amino acid  + n H+', 'CHEBI:33704 + n CHEBI:15378 = CHEBI:33704 + n CHEBI:15378')]	9.63e-62	33.824
Q8J266	2.A.3.10.17	P24207	[('alpha-amino acid  + n H+  = alpha-amino acid  + n H+', 'CHEBI:33704 + n CHEBI:15378 = CHEBI:33704 + n CHEBI:15378')]	1.63e-55	30.736
Q8J266	2.A.3.10.17	P27837	[('alpha-amino acid  + n H+  = alpha-amino acid  + n H+', 'CHEBI:33704 + n CHEBI:15378 = CHEBI:33704 + n CHEBI:15378')]	2.26e-51	33.416
Q8NKC4	2.A.3.10.18	P25737	[('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378'), ('leucine  + n H+  = leucine  + n H+', 'CHEBI:25017 + n CHEBI:15378 = CHEBI:25017 + n CHEBI:15378'), ('phenylalanine  + n H+  = phenylalanine  + n H+', 'CHEBI:28044 + n CHEBI:15378 = CHEBI:28044 + n CHEBI:15378'), ('tryptophan  + n H+  = tryptophan  + n H+', 'CHEBI:27897 + n CHEBI:15378 = CHEBI:27897 + n CHEBI:15378'), ('tyrosine  + n H+  = tyrosine  + n H+', 'CHEBI:18186 + n CHEBI:15378 = CHEBI:18186 + n CHEBI:15378')]	3.0600000000000003e-72	30.754
Q8NKC4	2.A.3.10.18	P0AAE2	[('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378'), ('leucine  + n H+  = leucine  + n H+', 'CHEBI:25017 + n CHEBI:15378 = CHEBI:25017 + n CHEBI:15378'), ('phenylalanine  + n H+  = phenylalanine  + n H+', 'CHEBI:28044 + n CHEBI:15378 = CHEBI:28044 + n CHEBI:15378'), ('tryptophan  + n H+  = tryptophan  + n H+', 'CHEBI:27897 + n CHEBI:15378 = CHEBI:27897 + n CHEBI:15378'), ('tyrosine  + n H+  = tyrosine  + n H+', 'CHEBI:18186 + n CHEBI:15378 = CHEBI:18186 + n CHEBI:15378')]	8.52e-49	33.989
Q8NKC4	2.A.3.10.18	P24207	[('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378'), ('leucine  + n H+  = leucine  + n H+', 'CHEBI:25017 + n CHEBI:15378 = CHEBI:25017 + n CHEBI:15378'), ('phenylalanine  + n H+  = phenylalanine  + n H+', 'CHEBI:28044 + n CHEBI:15378 = CHEBI:28044 + n CHEBI:15378'), ('tryptophan  + n H+  = tryptophan  + n H+', 'CHEBI:27897 + n CHEBI:15378 = CHEBI:27897 + n CHEBI:15378'), ('tyrosine  + n H+  = tyrosine  + n H+', 'CHEBI:18186 + n CHEBI:15378 = CHEBI:18186 + n CHEBI:15378')]	1.1299999999999998e-54	31.532
Q8NKC4	2.A.3.10.18	P27837	[('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378'), ('leucine  + n H+  = leucine  + n H+', 'CHEBI:25017 + n CHEBI:15378 = CHEBI:25017 + n CHEBI:15378'), ('phenylalanine  + n H+  = phenylalanine  + n H+', 'CHEBI:28044 + n CHEBI:15378 = CHEBI:28044 + n CHEBI:15378'), ('tryptophan  + n H+  = tryptophan  + n H+', 'CHEBI:27897 + n CHEBI:15378 = CHEBI:27897 + n CHEBI:15378'), ('tyrosine  + n H+  = tyrosine  + n H+', 'CHEBI:18186 + n CHEBI:15378 = CHEBI:18186 + n CHEBI:15378')]	2.2799999999999997e-42	32.388
P19145	2.A.3.10.2	P25737	[('polyamine macromolecule  + n H+  = polyamine macromolecule  + n H+', 'CHEBI:8301 + n CHEBI:15378 = CHEBI:8301 + n CHEBI:15378'), ('beta-alanine  + n H+  = beta-alanine  + n H+', 'CHEBI:16958 + n CHEBI:15378 = CHEBI:16958 + n CHEBI:15378'), ('gamma-aminobutyric acid  + n H+  = gamma-aminobutyric acid  + n H+', 'CHEBI:16865 + n CHEBI:15378 = CHEBI:16865 + n CHEBI:15378')]	1.87e-92	36.842
P19145	2.A.3.10.2	Q47689	[('polyamine macromolecule  + n H+  = polyamine macromolecule  + n H+', 'CHEBI:8301 + n CHEBI:15378 = CHEBI:8301 + n CHEBI:15378'), ('beta-alanine  + n H+  = beta-alanine  + n H+', 'CHEBI:16958 + n CHEBI:15378 = CHEBI:16958 + n CHEBI:15378'), ('gamma-aminobutyric acid  + n H+  = gamma-aminobutyric acid  + n H+', 'CHEBI:16865 + n CHEBI:15378 = CHEBI:16865 + n CHEBI:15378')]	2.83e-55	30.952
P19145	2.A.3.10.2	P0AAE2	[('polyamine macromolecule  + n H+  = polyamine macromolecule  + n H+', 'CHEBI:8301 + n CHEBI:15378 = CHEBI:8301 + n CHEBI:15378'), ('beta-alanine  + n H+  = beta-alanine  + n H+', 'CHEBI:16958 + n CHEBI:15378 = CHEBI:16958 + n CHEBI:15378'), ('gamma-aminobutyric acid  + n H+  = gamma-aminobutyric acid  + n H+', 'CHEBI:16865 + n CHEBI:15378 = CHEBI:16865 + n CHEBI:15378')]	4.51e-49	30.316
P19145	2.A.3.10.2	P77610	[('polyamine macromolecule  + n H+  = polyamine macromolecule  + n H+', 'CHEBI:8301 + n CHEBI:15378 = CHEBI:8301 + n CHEBI:15378'), ('beta-alanine  + n H+  = beta-alanine  + n H+', 'CHEBI:16958 + n CHEBI:15378 = CHEBI:16958 + n CHEBI:15378'), ('gamma-aminobutyric acid  + n H+  = gamma-aminobutyric acid  + n H+', 'CHEBI:16865 + n CHEBI:15378 = CHEBI:16865 + n CHEBI:15378')]	1.01e-52	32.456
P19145	2.A.3.10.2	P15993	[('polyamine macromolecule  + n H+  = polyamine macromolecule  + n H+', 'CHEBI:8301 + n CHEBI:15378 = CHEBI:8301 + n CHEBI:15378'), ('beta-alanine  + n H+  = beta-alanine  + n H+', 'CHEBI:16958 + n CHEBI:15378 = CHEBI:16958 + n CHEBI:15378'), ('gamma-aminobutyric acid  + n H+  = gamma-aminobutyric acid  + n H+', 'CHEBI:16865 + n CHEBI:15378 = CHEBI:16865 + n CHEBI:15378')]	6.38e-60	34.571
P19145	2.A.3.10.2	P25527	[('polyamine macromolecule  + n H+  = polyamine macromolecule  + n H+', 'CHEBI:8301 + n CHEBI:15378 = CHEBI:8301 + n CHEBI:15378'), ('beta-alanine  + n H+  = beta-alanine  + n H+', 'CHEBI:16958 + n CHEBI:15378 = CHEBI:16958 + n CHEBI:15378'), ('gamma-aminobutyric acid  + n H+  = gamma-aminobutyric acid  + n H+', 'CHEBI:16865 + n CHEBI:15378 = CHEBI:16865 + n CHEBI:15378')]	1.87e-46	30.732
P19145	2.A.3.10.2	P24207	[('polyamine macromolecule  + n H+  = polyamine macromolecule  + n H+', 'CHEBI:8301 + n CHEBI:15378 = CHEBI:8301 + n CHEBI:15378'), ('beta-alanine  + n H+  = beta-alanine  + n H+', 'CHEBI:16958 + n CHEBI:15378 = CHEBI:16958 + n CHEBI:15378'), ('gamma-aminobutyric acid  + n H+  = gamma-aminobutyric acid  + n H+', 'CHEBI:16865 + n CHEBI:15378 = CHEBI:16865 + n CHEBI:15378')]	1.77e-63	35.849
P19145	2.A.3.10.2	P27837	[('polyamine macromolecule  + n H+  = polyamine macromolecule  + n H+', 'CHEBI:8301 + n CHEBI:15378 = CHEBI:8301 + n CHEBI:15378'), ('beta-alanine  + n H+  = beta-alanine  + n H+', 'CHEBI:16958 + n CHEBI:15378 = CHEBI:16958 + n CHEBI:15378'), ('gamma-aminobutyric acid  + n H+  = gamma-aminobutyric acid  + n H+', 'CHEBI:16865 + n CHEBI:15378 = CHEBI:16865 + n CHEBI:15378')]	4.4199999999999994e-54	30.892
P43059	2.A.3.10.20	P25737	[('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('arginine  + n H+  = arginine  + n H+', 'CHEBI:29016 + n CHEBI:15378 = CHEBI:29016 + n CHEBI:15378'), ('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378')]	1.31e-89	34.783
P43059	2.A.3.10.20	P0AAE2	[('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('arginine  + n H+  = arginine  + n H+', 'CHEBI:29016 + n CHEBI:15378 = CHEBI:29016 + n CHEBI:15378'), ('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378')]	1.03e-41	30.612
P43059	2.A.3.10.20	P0AAE0	[('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('arginine  + n H+  = arginine  + n H+', 'CHEBI:29016 + n CHEBI:15378 = CHEBI:29016 + n CHEBI:15378'), ('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378')]	2.6799999999999997e-45	30.657
P43059	2.A.3.10.20	P15993	[('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('arginine  + n H+  = arginine  + n H+', 'CHEBI:29016 + n CHEBI:15378 = CHEBI:29016 + n CHEBI:15378'), ('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378')]	2.32e-62	32.135
P43059	2.A.3.10.20	P24207	[('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('arginine  + n H+  = arginine  + n H+', 'CHEBI:29016 + n CHEBI:15378 = CHEBI:29016 + n CHEBI:15378'), ('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378')]	1.49e-64	31.25
P43059	2.A.3.10.20	P27837	[('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('arginine  + n H+  = arginine  + n H+', 'CHEBI:29016 + n CHEBI:15378 = CHEBI:29016 + n CHEBI:15378'), ('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378')]	2.9199999999999998e-55	30.612
Q9URZ4	2.A.3.10.21	P25737	[('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('arginine  + n H+  = arginine  + n H+', 'CHEBI:29016 + n CHEBI:15378 = CHEBI:29016 + n CHEBI:15378'), ('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378')]	4.4499999999999997e-91	34.864
Q9URZ4	2.A.3.10.21	Q47689	[('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('arginine  + n H+  = arginine  + n H+', 'CHEBI:29016 + n CHEBI:15378 = CHEBI:29016 + n CHEBI:15378'), ('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378')]	3.2599999999999996e-68	32.488
Q9URZ4	2.A.3.10.21	P0AAE2	[('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('arginine  + n H+  = arginine  + n H+', 'CHEBI:29016 + n CHEBI:15378 = CHEBI:29016 + n CHEBI:15378'), ('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378')]	3.3399999999999996e-54	34.023
Q9URZ4	2.A.3.10.21	P77610	[('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('arginine  + n H+  = arginine  + n H+', 'CHEBI:29016 + n CHEBI:15378 = CHEBI:29016 + n CHEBI:15378'), ('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378')]	5.759999999999999e-54	31.336
Q9URZ4	2.A.3.10.21	P15993	[('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('arginine  + n H+  = arginine  + n H+', 'CHEBI:29016 + n CHEBI:15378 = CHEBI:29016 + n CHEBI:15378'), ('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378')]	3.01e-64	33.182
Q9URZ4	2.A.3.10.21	P25527	[('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('arginine  + n H+  = arginine  + n H+', 'CHEBI:29016 + n CHEBI:15378 = CHEBI:29016 + n CHEBI:15378'), ('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378')]	2.48e-49	30.404
Q9URZ4	2.A.3.10.21	P24207	[('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('arginine  + n H+  = arginine  + n H+', 'CHEBI:29016 + n CHEBI:15378 = CHEBI:29016 + n CHEBI:15378'), ('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378')]	2.06e-64	32.671
Q9URZ4	2.A.3.10.21	P27837	[('lysine  + n H+  = lysine  + n H+', 'CHEBI:25094 + n CHEBI:15378 = CHEBI:25094 + n CHEBI:15378'), ('arginine  + n H+  = arginine  + n H+', 'CHEBI:29016 + n CHEBI:15378 = CHEBI:29016 + n CHEBI:15378'), ('histidine  + n H+  = histidine  + n H+', 'CHEBI:27570 + n CHEBI:15378 = CHEBI:27570 + n CHEBI:15378')]	2.3699999999999997e-54	30.531
Q2VQZ4	2.A.3.10.22	P25737	[('hydron  + n H+  = hydron  + n H+', 'CHEBI:15378 + n CHEBI:15378 = CHEBI:15378 + n CHEBI:15378'), ('methionine  + n H+  = methionine  + n H+', 'CHEBI:16811 + n CHEBI:15378 = CHEBI:16811 + n CHEBI:15378'), ('L-isoleucine  + n H+  = L-isoleucine  + n H+', 'CHEBI:17191 + n CHEBI:15378 = CHEBI:17191 + n CHEBI:15378'), ('glycine  + n H+  = glycine  + n H+', 'CHEBI:15428 + n CHEBI:15378 = CHEBI:15428 + n CHEBI:15378'), ('alanine  + n H+  = alanine  + n H+', 'CHEBI:16449 + n CHEBI:15378 = CHEBI:16449 + n CHEBI:15378'), ('proline  + n H+  = proline  + n H+', 'CHEBI:26271 + n CHEBI:15378 = CHEBI:26271 + n CHEBI:15378'), ('leucine  + n H+  = leucine  + n H+', 'CHEBI:25017 + n CHEBI:15378 = CHEBI:25017 + n CHEBI:15378'), ('valine  + n H+  = valine  + n H+', 'CHEBI:27266 + n CHEBI:15378 = CHEBI:27266 + n CHEBI:15378'), ('phenylalanine  + n H+  = phenylalanine  + n H+', 'CHEBI:28044 + n CHEBI:15378 = CHEBI:28044 + n CHEBI:15378'), ('tryptophan  + n H+  = tryptophan  + n H+', 'CHEBI:27897 + n CHEBI:15378 = CHEBI:27897 + n CHEBI:15378')]	4.9900000000000005e-80	33.671
Q2VQZ4	2.A.3.10.22	Q47689	[('hydron  + n H+  = hydron  + n H+', 'CHEBI:15378 + n CHEBI:15378 = CHEBI:15378 + n CHEBI:15378'), ('methionine  + n H+  = methionine  + n H+', 'CHEBI:16811 + n CHEBI:15378 = CHEBI:16811 + n CHEBI:15378'), ('L-isoleucine  + n H+  = L-isoleucine  + n H+', 'CHEBI:17191 + n CHEBI:15378 = CHEBI:17191 + n CHEBI:15378'), ('glycine  + n H+  = glycine  + n H+', 'CHEBI:15428 + n CHEBI:15378 = CHEBI:15428 + n CHEBI:15378'), ('alanine  + n H+  = alanine  + n H+', 'CHEBI:16449 + n CHEBI:15378 = CHEBI:16449 + n CHEBI:15378'), ('proline  + n H+  = proline  + n H+', 'CHEBI:26271 + n CHEBI:15378 = CHEBI:26271 + n CHEBI:15378'), ('leucine  + n H+  = leucine  + n H+', 'CHEBI:25017 + n CHEBI:15378 = CHEBI:25017 + n CHEBI:15378'), ('valine  + n H+  = valine  + n H+', 'CHEBI:27266 + n CHEBI:15378 = CHEBI:27266 + n CHEBI:15378'), ('phenylalanine  + n H+  = phenylalanine  + n H+', 'CHEBI:28044 + n CHEBI:15378 = CHEBI:28044 + n CHEBI:15378'), ('tryptophan  + n H+  = tryptophan  + n H+', 'CHEBI:27897 + n CHEBI:15378 = CHEBI:27897 + n CHEBI:15378')]	3.28e-55	30.769
Q2VQZ4	2.A.3.10.22	P0AAE2	[('hydron  + n H+  = hydron  + n H+', 'CHEBI:15378 + n CHEBI:15378 = CHEBI:15378 + n CHEBI:15378'), ('methionine  + n H+  = methionine  + n H+', 'CHEBI:16811 + n CHEBI:15378 = CHEBI:16811 + n CHEBI:15378'), ('L-isoleucine  + n H+  = L-isoleucine  + n H+', 'CHEBI:17191 + n CHEBI:15378 = CHEBI:17191 + n CHEBI:15378'), ('glycine  + n H+  = glycine  + n H+', 'CHEBI:15428 + n CHEBI:15378 = CHEBI:15428 + n CHEBI:15378'), ('alanine  + n H+  = alanine  + n H+', 'CHEBI:16449 + n CHEBI:15378 = CHEBI:16449 + n CHEBI:15378'), ('proline  + n H+  = proline  + n H+', 'CHEBI:26271 + n CHEBI:15378 = CHEBI:26271 + n CHEBI:15378'), ('leucine  + n H+  = leucine  + n H+', 'CHEBI:25017 + n CHEBI:15378 = CHEBI:25017 + n CHEBI:15378'), ('valine  + n H+  = valine  + n H+', 'CHEBI:27266 + n CHEBI:15378 = CHEBI:27266 + n CHEBI:15378'), ('phenylalanine  + n H+  = phenylalanine  + n H+', 'CHEBI:28044 + n CHEBI:15378 = CHEBI:28044 + n CHEBI:15378'), ('tryptophan  + n H+  = tryptophan  + n H+', 'CHEBI:27897 + n CHEBI:15378 = CHEBI:27897 + n CHEBI:15378')]	2.53e-47	32.143
Q2VQZ4	2.A.3.10.22	P0AAE0	[('hydron  + n H+  = hydron  + n H+', 'CHEBI:15378 + n CHEBI:15378 = CHEBI:15378 + n CHEBI:15378'), ('methionine  + n H+  = methionine  + n H+', 'CHEBI:16811 + n CHEBI:15378 = CHEBI:16811 + n CHEBI:15378'), ('L-isoleucine  + n H+  = L-isoleucine  + n H+', 'CHEBI:17191 + n CHEBI:15378 = CHEBI:17191 + n CHEBI:15378'), ('glycine  + n H+  = glycine  + n H+', 'CHEBI:15428 + n CHEBI:15378 = CHEBI:15428 + n CHEBI:15378'), ('alanine  + n H+  = alanine  + n H+', 'CHEBI:16449 + n CHEBI:15378 = CHEBI:16449 + n CHEBI:15378'), ('proline  + n H+  = proline  + n H+', 'CHEBI:26271 + n CHEBI:15378 = CHEBI:26271 + n CHEBI:15378'), ('leucine  + n H+  = leucine  + n H+', 'CHEBI:25017 + n CHEBI:15378 = CHEBI:25017 + n CHEBI:15378'), ('valine  + n H+  = valine  + n H+', 'CHEBI:27266 + n CHEBI:15378 = CHEBI:27266 + n CHEBI:15378'), ('phenylalanine  + n H+  = phenylalanine  + n H+', 'CHEBI:28044 + n CHEBI:15378 = CHEBI:28044 + n CHEBI:15378'), ('tryptophan  + n H+  = tryptophan  + n H+', 'CHEBI:27897 + n CHEBI:15378 = CHEBI:27897 + n CHEBI:15378')]	2.39e-41	30.144
Q2VQZ4	2.A.3.10.22	P77610	[('hydron  + n H+  = hydron  + n H+', 'CHEBI:15378 + n CHEBI:15378 = CHEBI:15378 + n CHEBI:15378'), ('methionine  + n H+  = methionine  + n H+', 'CHEBI:16811 + n CHEBI:15378 = CHEBI:16811 + n CHEBI:15378'), ('L-isoleucine  + n H+  = L-isoleucine  + n H+', 'CHEBI:17191 + n CHEBI:15378 = CHEBI:17191 + n CHEBI:15378'), ('glycine  + n H+  = glycine  + n H+', 'CHEBI:15428 + n CHEBI:15378 = CHEBI:15428 + n CHEBI:15378'), ('alanine  + n H+  = alanine  + n H+', 'CHEBI:16449 + n CHEBI:15378 = CHEBI:16449 + n CHEBI:15378'), ('proline  + n H+  = proline  + n H+', 'CHEBI:26271 + n CHEBI:15378 = CHEBI:26271 + n CHEBI:15378'), ('leucine  + n H+  = leucine  + n H+', 'CHEBI:25017 + n CHEBI:15378 = CHEBI:25017 + n CHEBI:15378'), ('valine  + n H+  = valine  + n H+', 'CHEBI:27266 + n CHEBI:15378 = CHEBI:27266 + n CHEBI:15378'), ('phenylalanine  + n H+  = phenylalanine  + n H+', 'CHEBI:28044 + n CHEBI:15378 = CHEBI:28044 + n CHEBI:15378'), ('tryptophan  + n H+  = tryptophan  + n H+', 'CHEBI:27897 + n CHEBI:15378 = CHEBI:27897 + n CHEBI:15378')]	1.77e-39	30.227
Q2VQZ4	2.A.3.10.22	P15993	[('hydron  + n H+  = hydron  + n H+', 'CHEBI:15378 + n CHEBI:15378 = CHEBI:15378 + n CHEBI:15378'), ('methionine  + n H+  = methionine  + n H+', 'CHEBI:16811 + n CHEBI:15378 = CHEBI:16811 + n CHEBI:15378'), ('L-isoleucine  + n H+  = L-isoleucine  + n H+', 'CHEBI:17191 + n CHEBI:15378 = CHEBI:17191 + n CHEBI:15378'), ('glycine  + n H+  = glycine  + n H+', 'CHEBI:15428 + n CHEBI:15378 = CHEBI:15428 + n CHEBI:15378'), ('alanine  + n H+  = alanine  + n H+', 'CHEBI:16449 + n CHEBI:15378 = CHEBI:16449 + n CHEBI:15378'), ('proline  + n H+  = proline  + n H+', 'CHEBI:26271 + n CHEBI:15378 = CHEBI:26271 + n CHEBI:15378'), ('leucine  + n H+  = leucine  + n H+', 'CHEBI:25017 + n CHEBI:15378 = CHEBI:25017 + n CHEBI:15378'), ('valine  + n H+  = valine  + n H+', 'CHEBI:27266 + n CHEBI:15378 = CHEBI:27266 + n CHEBI:15378'), ('phenylalanine  + n H+  = phenylalanine  + n H+', 'CHEBI:28044 + n CHEBI:15378 = CHEBI:28044 + n CHEBI:15378'), ('tryptophan  + n H+  = tryptophan  + n H+', 'CHEBI:27897 + n CHEBI:15378 = CHEBI:27897 + n CHEBI:15378')]	1.5100000000000002e-58	35.556
