UID	TCID	QUID	Reaction	Evalue	Identity
P37637	2.A.6.2.13	P24181	[('rhodamine 6G  + n H+  = rhodamine 6G  + n H+', 'CHEBI:52672 + n CHEBI:15378 = CHEBI:52672 + n CHEBI:15378'), ('benzalkonium chloride  + n H+  = benzalkonium chloride  + n H+', 'CHEBI:3020 + n CHEBI:15378 = CHEBI:3020 + n CHEBI:15378'), ('crystal violet  + n H+  = crystal violet  + n H+', 'CHEBI:41688 + n CHEBI:15378 = CHEBI:41688 + n CHEBI:15378'), ('sodium dodecyl sulfate  + n H+  = sodium dodecyl sulfate  + n H+', 'CHEBI:8984 + n CHEBI:15378 = CHEBI:8984 + n CHEBI:15378'), ('deoxycholate  + n H+  = deoxycholate  + n H+', 'CHEBI:23614 + n CHEBI:15378 = CHEBI:23614 + n CHEBI:15378'), ('thiamine(1+) diphosphate  + n H+  = thiamine(1+) diphosphate  + n H+', 'CHEBI:9532 + n CHEBI:15378 = CHEBI:9532 + n CHEBI:15378'), ('doxorubicin  + n H+  = doxorubicin  + n H+', 'CHEBI:28748 + n CHEBI:15378 = CHEBI:28748 + n CHEBI:15378'), ('17beta-estradiol  + n H+  = 17beta-estradiol  + n H+', 'CHEBI:16469 + n CHEBI:15378 = CHEBI:16469 + n CHEBI:15378'), ('progesterone  + n H+  = progesterone  + n H+', 'CHEBI:17026 + n CHEBI:15378 = CHEBI:17026 + n CHEBI:15378'), ('ethidium  + n H+  = ethidium  + n H+', 'CHEBI:42478 + n CHEBI:15378 = CHEBI:42478 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378')]	0.0	70.069
P37637	2.A.6.2.13	P24177	[('rhodamine 6G  + n H+  = rhodamine 6G  + n H+', 'CHEBI:52672 + n CHEBI:15378 = CHEBI:52672 + n CHEBI:15378'), ('benzalkonium chloride  + n H+  = benzalkonium chloride  + n H+', 'CHEBI:3020 + n CHEBI:15378 = CHEBI:3020 + n CHEBI:15378'), ('crystal violet  + n H+  = crystal violet  + n H+', 'CHEBI:41688 + n CHEBI:15378 = CHEBI:41688 + n CHEBI:15378'), ('sodium dodecyl sulfate  + n H+  = sodium dodecyl sulfate  + n H+', 'CHEBI:8984 + n CHEBI:15378 = CHEBI:8984 + n CHEBI:15378'), ('deoxycholate  + n H+  = deoxycholate  + n H+', 'CHEBI:23614 + n CHEBI:15378 = CHEBI:23614 + n CHEBI:15378'), ('thiamine(1+) diphosphate  + n H+  = thiamine(1+) diphosphate  + n H+', 'CHEBI:9532 + n CHEBI:15378 = CHEBI:9532 + n CHEBI:15378'), ('doxorubicin  + n H+  = doxorubicin  + n H+', 'CHEBI:28748 + n CHEBI:15378 = CHEBI:28748 + n CHEBI:15378'), ('17beta-estradiol  + n H+  = 17beta-estradiol  + n H+', 'CHEBI:16469 + n CHEBI:15378 = CHEBI:16469 + n CHEBI:15378'), ('progesterone  + n H+  = progesterone  + n H+', 'CHEBI:17026 + n CHEBI:15378 = CHEBI:17026 + n CHEBI:15378'), ('ethidium  + n H+  = ethidium  + n H+', 'CHEBI:42478 + n CHEBI:15378 = CHEBI:42478 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378')]	0.0	61.138
P37637	2.A.6.2.13	P37637	[('rhodamine 6G  + n H+  = rhodamine 6G  + n H+', 'CHEBI:52672 + n CHEBI:15378 = CHEBI:52672 + n CHEBI:15378'), ('benzalkonium chloride  + n H+  = benzalkonium chloride  + n H+', 'CHEBI:3020 + n CHEBI:15378 = CHEBI:3020 + n CHEBI:15378'), ('crystal violet  + n H+  = crystal violet  + n H+', 'CHEBI:41688 + n CHEBI:15378 = CHEBI:41688 + n CHEBI:15378'), ('sodium dodecyl sulfate  + n H+  = sodium dodecyl sulfate  + n H+', 'CHEBI:8984 + n CHEBI:15378 = CHEBI:8984 + n CHEBI:15378'), ('deoxycholate  + n H+  = deoxycholate  + n H+', 'CHEBI:23614 + n CHEBI:15378 = CHEBI:23614 + n CHEBI:15378'), ('thiamine(1+) diphosphate  + n H+  = thiamine(1+) diphosphate  + n H+', 'CHEBI:9532 + n CHEBI:15378 = CHEBI:9532 + n CHEBI:15378'), ('doxorubicin  + n H+  = doxorubicin  + n H+', 'CHEBI:28748 + n CHEBI:15378 = CHEBI:28748 + n CHEBI:15378'), ('17beta-estradiol  + n H+  = 17beta-estradiol  + n H+', 'CHEBI:16469 + n CHEBI:15378 = CHEBI:16469 + n CHEBI:15378'), ('progesterone  + n H+  = progesterone  + n H+', 'CHEBI:17026 + n CHEBI:15378 = CHEBI:17026 + n CHEBI:15378'), ('ethidium  + n H+  = ethidium  + n H+', 'CHEBI:42478 + n CHEBI:15378 = CHEBI:42478 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378')]	0.0	100.0
Q6V6X8	2.A.6.2.18	P31224	[('chloramphenicol  + n H+  = chloramphenicol  + n H+', 'CHEBI:17698 + n CHEBI:15378 = CHEBI:17698 + n CHEBI:15378'), ('nalidixic acid  + n H+  = nalidixic acid  + n H+', 'CHEBI:100147 + n CHEBI:15378 = CHEBI:100147 + n CHEBI:15378'), ('phenanthrene  + n H+  = phenanthrene  + n H+', 'CHEBI:28851 + n CHEBI:15378 = CHEBI:28851 + n CHEBI:15378'), ('fluoranthene  + n H+  = fluoranthene  + n H+', 'CHEBI:33083 + n CHEBI:15378 = CHEBI:33083 + n CHEBI:15378')]	0.0	67.565
Q6V6X8	2.A.6.2.18	P24181	[('chloramphenicol  + n H+  = chloramphenicol  + n H+', 'CHEBI:17698 + n CHEBI:15378 = CHEBI:17698 + n CHEBI:15378'), ('nalidixic acid  + n H+  = nalidixic acid  + n H+', 'CHEBI:100147 + n CHEBI:15378 = CHEBI:100147 + n CHEBI:15378'), ('phenanthrene  + n H+  = phenanthrene  + n H+', 'CHEBI:28851 + n CHEBI:15378 = CHEBI:28851 + n CHEBI:15378'), ('fluoranthene  + n H+  = fluoranthene  + n H+', 'CHEBI:33083 + n CHEBI:15378 = CHEBI:33083 + n CHEBI:15378')]	0.0	64.626
Q6V6X8	2.A.6.2.18	P24177	[('chloramphenicol  + n H+  = chloramphenicol  + n H+', 'CHEBI:17698 + n CHEBI:15378 = CHEBI:17698 + n CHEBI:15378'), ('nalidixic acid  + n H+  = nalidixic acid  + n H+', 'CHEBI:100147 + n CHEBI:15378 = CHEBI:100147 + n CHEBI:15378'), ('phenanthrene  + n H+  = phenanthrene  + n H+', 'CHEBI:28851 + n CHEBI:15378 = CHEBI:28851 + n CHEBI:15378'), ('fluoranthene  + n H+  = fluoranthene  + n H+', 'CHEBI:33083 + n CHEBI:15378 = CHEBI:33083 + n CHEBI:15378')]	0.0	59.299
Q6V6X8	2.A.6.2.18	P37637	[('chloramphenicol  + n H+  = chloramphenicol  + n H+', 'CHEBI:17698 + n CHEBI:15378 = CHEBI:17698 + n CHEBI:15378'), ('nalidixic acid  + n H+  = nalidixic acid  + n H+', 'CHEBI:100147 + n CHEBI:15378 = CHEBI:100147 + n CHEBI:15378'), ('phenanthrene  + n H+  = phenanthrene  + n H+', 'CHEBI:28851 + n CHEBI:15378 = CHEBI:28851 + n CHEBI:15378'), ('fluoranthene  + n H+  = fluoranthene  + n H+', 'CHEBI:33083 + n CHEBI:15378 = CHEBI:33083 + n CHEBI:15378')]	0.0	60.773
Q6V6X9	2.A.6.2.18	P24180	[('chloramphenicol  + n H+  = chloramphenicol  + n H+', 'CHEBI:17698 + n CHEBI:15378 = CHEBI:17698 + n CHEBI:15378'), ('nalidixic acid  + n H+  = nalidixic acid  + n H+', 'CHEBI:100147 + n CHEBI:15378 = CHEBI:100147 + n CHEBI:15378'), ('phenanthrene  + n H+  = phenanthrene  + n H+', 'CHEBI:28851 + n CHEBI:15378 = CHEBI:28851 + n CHEBI:15378'), ('fluoranthene  + n H+  = fluoranthene  + n H+', 'CHEBI:33083 + n CHEBI:15378 = CHEBI:33083 + n CHEBI:15378')]	2.89e-117	50.663
Q6V6X9	2.A.6.2.18	P0AE06	[('chloramphenicol  + n H+  = chloramphenicol  + n H+', 'CHEBI:17698 + n CHEBI:15378 = CHEBI:17698 + n CHEBI:15378'), ('nalidixic acid  + n H+  = nalidixic acid  + n H+', 'CHEBI:100147 + n CHEBI:15378 = CHEBI:100147 + n CHEBI:15378'), ('phenanthrene  + n H+  = phenanthrene  + n H+', 'CHEBI:28851 + n CHEBI:15378 = CHEBI:28851 + n CHEBI:15378'), ('fluoranthene  + n H+  = fluoranthene  + n H+', 'CHEBI:33083 + n CHEBI:15378 = CHEBI:33083 + n CHEBI:15378')]	1.52e-132	55.319
Q8GC83	2.A.6.2.19	P31224	[('ion  + n H+  = ion  + n H+', 'CHEBI:24870 + n CHEBI:15378 = CHEBI:24870 + n CHEBI:15378'), ('ciprofloxacin  + n H+  = ciprofloxacin  + n H+', 'CHEBI:100241 + n CHEBI:15378 = CHEBI:100241 + n CHEBI:15378'), ('chloramphenicol  + n H+  = chloramphenicol  + n H+', 'CHEBI:17698 + n CHEBI:15378 = CHEBI:17698 + n CHEBI:15378'), ('tetracycline  + n H+  = tetracycline  + n H+', 'CHEBI:27902 + n CHEBI:15378 = CHEBI:27902 + n CHEBI:15378'), ('doxycycline  + n H+  = doxycycline  + n H+', 'CHEBI:50845 + n CHEBI:15378 = CHEBI:50845 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378')]	0.0	57.555
Q8GC83	2.A.6.2.19	P24181	[('ion  + n H+  = ion  + n H+', 'CHEBI:24870 + n CHEBI:15378 = CHEBI:24870 + n CHEBI:15378'), ('ciprofloxacin  + n H+  = ciprofloxacin  + n H+', 'CHEBI:100241 + n CHEBI:15378 = CHEBI:100241 + n CHEBI:15378'), ('chloramphenicol  + n H+  = chloramphenicol  + n H+', 'CHEBI:17698 + n CHEBI:15378 = CHEBI:17698 + n CHEBI:15378'), ('tetracycline  + n H+  = tetracycline  + n H+', 'CHEBI:27902 + n CHEBI:15378 = CHEBI:27902 + n CHEBI:15378'), ('doxycycline  + n H+  = doxycycline  + n H+', 'CHEBI:50845 + n CHEBI:15378 = CHEBI:50845 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378')]	0.0	56.867
Q8GC83	2.A.6.2.19	P24177	[('ion  + n H+  = ion  + n H+', 'CHEBI:24870 + n CHEBI:15378 = CHEBI:24870 + n CHEBI:15378'), ('ciprofloxacin  + n H+  = ciprofloxacin  + n H+', 'CHEBI:100241 + n CHEBI:15378 = CHEBI:100241 + n CHEBI:15378'), ('chloramphenicol  + n H+  = chloramphenicol  + n H+', 'CHEBI:17698 + n CHEBI:15378 = CHEBI:17698 + n CHEBI:15378'), ('tetracycline  + n H+  = tetracycline  + n H+', 'CHEBI:27902 + n CHEBI:15378 = CHEBI:27902 + n CHEBI:15378'), ('doxycycline  + n H+  = doxycycline  + n H+', 'CHEBI:50845 + n CHEBI:15378 = CHEBI:50845 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378')]	0.0	54.677
Q8GC83	2.A.6.2.19	P37637	[('ion  + n H+  = ion  + n H+', 'CHEBI:24870 + n CHEBI:15378 = CHEBI:24870 + n CHEBI:15378'), ('ciprofloxacin  + n H+  = ciprofloxacin  + n H+', 'CHEBI:100241 + n CHEBI:15378 = CHEBI:100241 + n CHEBI:15378'), ('chloramphenicol  + n H+  = chloramphenicol  + n H+', 'CHEBI:17698 + n CHEBI:15378 = CHEBI:17698 + n CHEBI:15378'), ('tetracycline  + n H+  = tetracycline  + n H+', 'CHEBI:27902 + n CHEBI:15378 = CHEBI:27902 + n CHEBI:15378'), ('doxycycline  + n H+  = doxycycline  + n H+', 'CHEBI:50845 + n CHEBI:15378 = CHEBI:50845 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378')]	0.0	54.642
P31224	2.A.6.2.2	P31224	[('phospholipid  + n H+  = phospholipid  + n H+', 'CHEBI:8150 + n CHEBI:15378 = CHEBI:8150 + n CHEBI:15378'), ('bile acid  + n H+  = bile acid  + n H+', 'CHEBI:3098 + n CHEBI:15378 = CHEBI:3098 + n CHEBI:15378'), ('ethidium  + n H+  = ethidium  + n H+', 'CHEBI:42478 + n CHEBI:15378 = CHEBI:42478 + n CHEBI:15378'), ('steroid hormone  + n H+  = steroid hormone  + n H+', 'CHEBI:26764 + n CHEBI:15378 = CHEBI:26764 + n CHEBI:15378'), ('disinfectant  + n H+  = disinfectant  + n H+', 'CHEBI:48219 + n CHEBI:15378 = CHEBI:48219 + n CHEBI:15378'), ('detergent  + n H+  = detergent  + n H+', 'CHEBI:27780 + n CHEBI:15378 = CHEBI:27780 + n CHEBI:15378'), ('drug  + n H+  = drug  + n H+', 'CHEBI:23888 + n CHEBI:15378 = CHEBI:23888 + n CHEBI:15378'), ('dye  + n H+  = dye  + n H+', 'CHEBI:37958 + n CHEBI:15378 = CHEBI:37958 + n CHEBI:15378')]	0.0	100.0
P31224	2.A.6.2.2	P24181	[('phospholipid  + n H+  = phospholipid  + n H+', 'CHEBI:8150 + n CHEBI:15378 = CHEBI:8150 + n CHEBI:15378'), ('bile acid  + n H+  = bile acid  + n H+', 'CHEBI:3098 + n CHEBI:15378 = CHEBI:3098 + n CHEBI:15378'), ('ethidium  + n H+  = ethidium  + n H+', 'CHEBI:42478 + n CHEBI:15378 = CHEBI:42478 + n CHEBI:15378'), ('steroid hormone  + n H+  = steroid hormone  + n H+', 'CHEBI:26764 + n CHEBI:15378 = CHEBI:26764 + n CHEBI:15378'), ('disinfectant  + n H+  = disinfectant  + n H+', 'CHEBI:48219 + n CHEBI:15378 = CHEBI:48219 + n CHEBI:15378'), ('detergent  + n H+  = detergent  + n H+', 'CHEBI:27780 + n CHEBI:15378 = CHEBI:27780 + n CHEBI:15378'), ('drug  + n H+  = drug  + n H+', 'CHEBI:23888 + n CHEBI:15378 = CHEBI:23888 + n CHEBI:15378'), ('dye  + n H+  = dye  + n H+', 'CHEBI:37958 + n CHEBI:15378 = CHEBI:37958 + n CHEBI:15378')]	0.0	77.527
P31224	2.A.6.2.2	P24177	[('phospholipid  + n H+  = phospholipid  + n H+', 'CHEBI:8150 + n CHEBI:15378 = CHEBI:8150 + n CHEBI:15378'), ('bile acid  + n H+  = bile acid  + n H+', 'CHEBI:3098 + n CHEBI:15378 = CHEBI:3098 + n CHEBI:15378'), ('ethidium  + n H+  = ethidium  + n H+', 'CHEBI:42478 + n CHEBI:15378 = CHEBI:42478 + n CHEBI:15378'), ('steroid hormone  + n H+  = steroid hormone  + n H+', 'CHEBI:26764 + n CHEBI:15378 = CHEBI:26764 + n CHEBI:15378'), ('disinfectant  + n H+  = disinfectant  + n H+', 'CHEBI:48219 + n CHEBI:15378 = CHEBI:48219 + n CHEBI:15378'), ('detergent  + n H+  = detergent  + n H+', 'CHEBI:27780 + n CHEBI:15378 = CHEBI:27780 + n CHEBI:15378'), ('drug  + n H+  = drug  + n H+', 'CHEBI:23888 + n CHEBI:15378 = CHEBI:23888 + n CHEBI:15378'), ('dye  + n H+  = dye  + n H+', 'CHEBI:37958 + n CHEBI:15378 = CHEBI:37958 + n CHEBI:15378')]	0.0	66.045
P31224	2.A.6.2.2	P37637	[('phospholipid  + n H+  = phospholipid  + n H+', 'CHEBI:8150 + n CHEBI:15378 = CHEBI:8150 + n CHEBI:15378'), ('bile acid  + n H+  = bile acid  + n H+', 'CHEBI:3098 + n CHEBI:15378 = CHEBI:3098 + n CHEBI:15378'), ('ethidium  + n H+  = ethidium  + n H+', 'CHEBI:42478 + n CHEBI:15378 = CHEBI:42478 + n CHEBI:15378'), ('steroid hormone  + n H+  = steroid hormone  + n H+', 'CHEBI:26764 + n CHEBI:15378 = CHEBI:26764 + n CHEBI:15378'), ('disinfectant  + n H+  = disinfectant  + n H+', 'CHEBI:48219 + n CHEBI:15378 = CHEBI:48219 + n CHEBI:15378'), ('detergent  + n H+  = detergent  + n H+', 'CHEBI:27780 + n CHEBI:15378 = CHEBI:27780 + n CHEBI:15378'), ('drug  + n H+  = drug  + n H+', 'CHEBI:23888 + n CHEBI:15378 = CHEBI:23888 + n CHEBI:15378'), ('dye  + n H+  = dye  + n H+', 'CHEBI:37958 + n CHEBI:15378 = CHEBI:37958 + n CHEBI:15378')]	0.0	71.148
P0AAW9	2.A.6.2.2	P0AAW9	[('phospholipid  + n H+  = phospholipid  + n H+', 'CHEBI:8150 + n CHEBI:15378 = CHEBI:8150 + n CHEBI:15378'), ('bile acid  + n H+  = bile acid  + n H+', 'CHEBI:3098 + n CHEBI:15378 = CHEBI:3098 + n CHEBI:15378'), ('ethidium  + n H+  = ethidium  + n H+', 'CHEBI:42478 + n CHEBI:15378 = CHEBI:42478 + n CHEBI:15378'), ('steroid hormone  + n H+  = steroid hormone  + n H+', 'CHEBI:26764 + n CHEBI:15378 = CHEBI:26764 + n CHEBI:15378'), ('disinfectant  + n H+  = disinfectant  + n H+', 'CHEBI:48219 + n CHEBI:15378 = CHEBI:48219 + n CHEBI:15378'), ('detergent  + n H+  = detergent  + n H+', 'CHEBI:27780 + n CHEBI:15378 = CHEBI:27780 + n CHEBI:15378'), ('drug  + n H+  = drug  + n H+', 'CHEBI:23888 + n CHEBI:15378 = CHEBI:23888 + n CHEBI:15378'), ('dye  + n H+  = dye  + n H+', 'CHEBI:37958 + n CHEBI:15378 = CHEBI:37958 + n CHEBI:15378')]	3.4000000000000003e-29	100.0
Q6VV68	2.A.6.2.23	P31224	[('3,6-diamino-10-methylacridinium chloride  + n H+  = 3,6-diamino-10-methylacridinium chloride  + n H+', 'CHEBI:383703 + n CHEBI:15378 = CHEBI:383703 + n CHEBI:15378'), ('N-acyl homoserine lactone  + n H+  = N-acyl homoserine lactone  + n H+', 'CHEBI:83169 + n CHEBI:15378 = CHEBI:83169 + n CHEBI:15378'), ('beta-lactam  + n H+  = beta-lactam  + n H+', 'CHEBI:35627 + n CHEBI:15378 = CHEBI:35627 + n CHEBI:15378'), ('streptomycin  + n H+  = streptomycin  + n H+', 'CHEBI:17076 + n CHEBI:15378 = CHEBI:17076 + n CHEBI:15378'), ('gentamycin  + n H+  = gentamycin  + n H+', 'CHEBI:24212 + n CHEBI:15378 = CHEBI:24212 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378')]	0.0	66.571
Q6VV68	2.A.6.2.23	P24181	[('3,6-diamino-10-methylacridinium chloride  + n H+  = 3,6-diamino-10-methylacridinium chloride  + n H+', 'CHEBI:383703 + n CHEBI:15378 = CHEBI:383703 + n CHEBI:15378'), ('N-acyl homoserine lactone  + n H+  = N-acyl homoserine lactone  + n H+', 'CHEBI:83169 + n CHEBI:15378 = CHEBI:83169 + n CHEBI:15378'), ('beta-lactam  + n H+  = beta-lactam  + n H+', 'CHEBI:35627 + n CHEBI:15378 = CHEBI:35627 + n CHEBI:15378'), ('streptomycin  + n H+  = streptomycin  + n H+', 'CHEBI:17076 + n CHEBI:15378 = CHEBI:17076 + n CHEBI:15378'), ('gentamycin  + n H+  = gentamycin  + n H+', 'CHEBI:24212 + n CHEBI:15378 = CHEBI:24212 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378')]	0.0	65.024
Q6VV68	2.A.6.2.23	P24177	[('3,6-diamino-10-methylacridinium chloride  + n H+  = 3,6-diamino-10-methylacridinium chloride  + n H+', 'CHEBI:383703 + n CHEBI:15378 = CHEBI:383703 + n CHEBI:15378'), ('N-acyl homoserine lactone  + n H+  = N-acyl homoserine lactone  + n H+', 'CHEBI:83169 + n CHEBI:15378 = CHEBI:83169 + n CHEBI:15378'), ('beta-lactam  + n H+  = beta-lactam  + n H+', 'CHEBI:35627 + n CHEBI:15378 = CHEBI:35627 + n CHEBI:15378'), ('streptomycin  + n H+  = streptomycin  + n H+', 'CHEBI:17076 + n CHEBI:15378 = CHEBI:17076 + n CHEBI:15378'), ('gentamycin  + n H+  = gentamycin  + n H+', 'CHEBI:24212 + n CHEBI:15378 = CHEBI:24212 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378')]	0.0	61.725
Q6VV68	2.A.6.2.23	P37637	[('3,6-diamino-10-methylacridinium chloride  + n H+  = 3,6-diamino-10-methylacridinium chloride  + n H+', 'CHEBI:383703 + n CHEBI:15378 = CHEBI:383703 + n CHEBI:15378'), ('N-acyl homoserine lactone  + n H+  = N-acyl homoserine lactone  + n H+', 'CHEBI:83169 + n CHEBI:15378 = CHEBI:83169 + n CHEBI:15378'), ('beta-lactam  + n H+  = beta-lactam  + n H+', 'CHEBI:35627 + n CHEBI:15378 = CHEBI:35627 + n CHEBI:15378'), ('streptomycin  + n H+  = streptomycin  + n H+', 'CHEBI:17076 + n CHEBI:15378 = CHEBI:17076 + n CHEBI:15378'), ('gentamycin  + n H+  = gentamycin  + n H+', 'CHEBI:24212 + n CHEBI:15378 = CHEBI:24212 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378')]	0.0	62.235
Q6VV69	2.A.6.2.23	P37636	[('3,6-diamino-10-methylacridinium chloride  + n H+  = 3,6-diamino-10-methylacridinium chloride  + n H+', 'CHEBI:383703 + n CHEBI:15378 = CHEBI:383703 + n CHEBI:15378'), ('N-acyl homoserine lactone  + n H+  = N-acyl homoserine lactone  + n H+', 'CHEBI:83169 + n CHEBI:15378 = CHEBI:83169 + n CHEBI:15378'), ('beta-lactam  + n H+  = beta-lactam  + n H+', 'CHEBI:35627 + n CHEBI:15378 = CHEBI:35627 + n CHEBI:15378'), ('streptomycin  + n H+  = streptomycin  + n H+', 'CHEBI:17076 + n CHEBI:15378 = CHEBI:17076 + n CHEBI:15378'), ('gentamycin  + n H+  = gentamycin  + n H+', 'CHEBI:24212 + n CHEBI:15378 = CHEBI:24212 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378')]	4.01e-109	50.0
Q6VV69	2.A.6.2.23	P24180	[('3,6-diamino-10-methylacridinium chloride  + n H+  = 3,6-diamino-10-methylacridinium chloride  + n H+', 'CHEBI:383703 + n CHEBI:15378 = CHEBI:383703 + n CHEBI:15378'), ('N-acyl homoserine lactone  + n H+  = N-acyl homoserine lactone  + n H+', 'CHEBI:83169 + n CHEBI:15378 = CHEBI:83169 + n CHEBI:15378'), ('beta-lactam  + n H+  = beta-lactam  + n H+', 'CHEBI:35627 + n CHEBI:15378 = CHEBI:35627 + n CHEBI:15378'), ('streptomycin  + n H+  = streptomycin  + n H+', 'CHEBI:17076 + n CHEBI:15378 = CHEBI:17076 + n CHEBI:15378'), ('gentamycin  + n H+  = gentamycin  + n H+', 'CHEBI:24212 + n CHEBI:15378 = CHEBI:24212 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378')]	5.46e-118	51.955
Q6VV69	2.A.6.2.23	P0AE06	[('3,6-diamino-10-methylacridinium chloride  + n H+  = 3,6-diamino-10-methylacridinium chloride  + n H+', 'CHEBI:383703 + n CHEBI:15378 = CHEBI:383703 + n CHEBI:15378'), ('N-acyl homoserine lactone  + n H+  = N-acyl homoserine lactone  + n H+', 'CHEBI:83169 + n CHEBI:15378 = CHEBI:83169 + n CHEBI:15378'), ('beta-lactam  + n H+  = beta-lactam  + n H+', 'CHEBI:35627 + n CHEBI:15378 = CHEBI:35627 + n CHEBI:15378'), ('streptomycin  + n H+  = streptomycin  + n H+', 'CHEBI:17076 + n CHEBI:15378 = CHEBI:17076 + n CHEBI:15378'), ('gentamycin  + n H+  = gentamycin  + n H+', 'CHEBI:24212 + n CHEBI:15378 = CHEBI:24212 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378')]	3.89e-128	54.223
O87936	2.A.6.2.24	P31224	[('clindamycin  + n H+  = clindamycin  + n H+', 'CHEBI:3745 + n CHEBI:15378 = CHEBI:3745 + n CHEBI:15378'), ('spectinomycin  + n H+  = spectinomycin  + n H+', 'CHEBI:9215 + n CHEBI:15378 = CHEBI:9215 + n CHEBI:15378'), ('streptomycin  + n H+  = streptomycin  + n H+', 'CHEBI:17076 + n CHEBI:15378 = CHEBI:17076 + n CHEBI:15378'), ('gentamycin  + n H+  = gentamycin  + n H+', 'CHEBI:24212 + n CHEBI:15378 = CHEBI:24212 + n CHEBI:15378'), ('kanamycin  + n H+  = kanamycin  + n H+', 'CHEBI:6104 + n CHEBI:15378 = CHEBI:6104 + n CHEBI:15378'), ('tobramycin  + n H+  = tobramycin  + n H+', 'CHEBI:28864 + n CHEBI:15378 = CHEBI:28864 + n CHEBI:15378'), ('neomycin  + n H+  = neomycin  + n H+', 'CHEBI:7507 + n CHEBI:15378 = CHEBI:7507 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378'), ('clarithromycin  + n H+  = clarithromycin  + n H+', 'CHEBI:3732 + n CHEBI:15378 = CHEBI:3732 + n CHEBI:15378')]	0.0	51.791
O87936	2.A.6.2.24	P24181	[('clindamycin  + n H+  = clindamycin  + n H+', 'CHEBI:3745 + n CHEBI:15378 = CHEBI:3745 + n CHEBI:15378'), ('spectinomycin  + n H+  = spectinomycin  + n H+', 'CHEBI:9215 + n CHEBI:15378 = CHEBI:9215 + n CHEBI:15378'), ('streptomycin  + n H+  = streptomycin  + n H+', 'CHEBI:17076 + n CHEBI:15378 = CHEBI:17076 + n CHEBI:15378'), ('gentamycin  + n H+  = gentamycin  + n H+', 'CHEBI:24212 + n CHEBI:15378 = CHEBI:24212 + n CHEBI:15378'), ('kanamycin  + n H+  = kanamycin  + n H+', 'CHEBI:6104 + n CHEBI:15378 = CHEBI:6104 + n CHEBI:15378'), ('tobramycin  + n H+  = tobramycin  + n H+', 'CHEBI:28864 + n CHEBI:15378 = CHEBI:28864 + n CHEBI:15378'), ('neomycin  + n H+  = neomycin  + n H+', 'CHEBI:7507 + n CHEBI:15378 = CHEBI:7507 + n CHEBI:15378'), ('erythromycin A  + n H+  = erythromycin A  + n H+', 'CHEBI:42355 + n CHEBI:15378 = CHEBI:42355 + n CHEBI:15378'), ('clarithromycin  + n H+  = clarithromycin  + n H+', 'CHEBI:3732 + n CHEBI:15378 = CHEBI:3732 + n CHEBI:15378')]	0.0	50.0
Q2AAU3	2.A.6.2.26	P31224	[('drug  + n H+  = drug  + n H+', 'CHEBI:23888 + n CHEBI:15378 = CHEBI:23888 + n CHEBI:15378')]	0.0	63.368
