UID	TCID	QueryID	TCDB:Reaction	Rhea:Reaction	Evalue	Identity
P14175	3.A.1.12.1	sp|P07109|HISP_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		4.5e-43	32.727
P14175	3.A.1.12.1	sp|P0A9U1|YBHF_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		6.27e-30	32.0
P14175	3.A.1.12.1	sp|P68187|MALK_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.02e-42	37.104
P14175	3.A.1.12.1	sp|P77737|OPPF_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.7700000000000002e-35	35.622
P14175	3.A.1.12.1	sp|P77622|DDPF_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		3.23e-31	33.484
P14175	3.A.1.12.1	sp|P0AAG0|DPPD_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		2.74e-31	34.483
P14175	3.A.1.12.1	sp|P30750|METN_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.8e-49	38.496
P14175	3.A.1.12.1	sp|P75796|GSIA_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.1699999999999999e-34	35.47
P14175	3.A.1.12.1	sp|P75796|GSIA_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		8.600000000000001e-32	32.171
P14175	3.A.1.12.1	sp|P37624|RBBA_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.2300000000000002e-21	30.137
P14175	3.A.1.12.1	sp|P0AAI1|SSUB_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.46e-38	40.0
P14175	3.A.1.12.1	sp|P77481|YCJV_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		2.63e-49	42.986
P14175	3.A.1.12.1	sp|P14175|PROV_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		0.0	100.0
P14175	3.A.1.12.1	sp|P31134|POTG_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		8.809999999999999e-55	39.683
P14175	3.A.1.12.1	sp|P0AAH0|PSTB_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.56e-33	31.489
P14175	3.A.1.12.1	sp|P37774|TCYN_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		9.19e-39	36.486
P14175	3.A.1.12.1	sp|P75957|LOLD_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		3.33e-33	35.821
P14175	3.A.1.12.1	sp|P45769|YHDZ_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		6.579999999999999e-46	35.088
P14175	3.A.1.12.1	sp|P33594|NIKE_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		6.42e-30	36.279
P14175	3.A.1.12.1	sp|P77795|YDCT_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.91e-48	39.394
P14175	3.A.1.12.1	sp|P0A9U3|YBIT_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		7.48e-10	30.131
P14175	3.A.1.12.1	sp|P60752|MSBA_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.47e-19	32.42
P14175	3.A.1.12.1	sp|P63386|MLAF_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		4.51e-38	36.937
P14175	3.A.1.12.1	sp|P33593|NIKD_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		2.11e-19	30.0
P14175	3.A.1.12.1	sp|P33941|YOJI_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		8.87e-16	31.004
P14175	3.A.1.12.1	sp|P0AAG3|GLTL_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.96e-42	34.914
P14175	3.A.1.12.1	sp|P75831|MACB_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		7.080000000000001e-27	34.158
P14175	3.A.1.12.1	sp|P0AAH8|SAPF_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.73e-36	31.086
P14175	3.A.1.12.1	sp|P37009|FBPC_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		5.54e-51	34.632
P14175	3.A.1.12.1	sp|P36879|YADG_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		3.12e-20	31.343
P14175	3.A.1.12.1	sp|P16676|CYSA_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.8099999999999997e-48	39.111
P14175	3.A.1.12.1	sp|P77268|DDPD_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		6.89e-29	33.051
P14175	3.A.1.12.1	sp|P0AAF6|ARTP_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.13e-34	38.278
P14175	3.A.1.12.1	sp|Q47538|TAUB_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		3.73e-41	36.607
P14175	3.A.1.12.1	sp|P33360|YEHX_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		3.82e-54	40.161
P14175	3.A.1.12.1	sp|P31548|THIQ_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.0099999999999999e-38	37.559
P14175	3.A.1.12.1	sp|P07821|FHUC_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		4.9699999999999995e-24	31.925
P14175	3.A.1.12.1	sp|P16677|PHNC_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		4.33e-25	31.197
P14175	3.A.1.12.1	sp|P69874|POTA_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		5.48e-52	42.489
P14175	3.A.1.12.1	sp|P0A9R7|FTSE_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.5200000000000002e-27	31.527
P14175	3.A.1.12.1	sp|P33916|YEJF_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		4.73e-33	33.921
P14175	3.A.1.12.1	sp|P33916|YEJF_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		6.61e-29	34.764
P14175	3.A.1.12.1	sp|P76027|OPPD_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		3.59e-25	30.837
P14175	3.A.1.12.1	sp|P76909|YNJD_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.79e-17	30.435
P14175	3.A.1.12.1	sp|P0A9T8|YBBA_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.7800000000000001e-29	35.385
P14175	3.A.1.12.1	sp|P10346|GLNQ_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.09e-49	37.751
P14175	3.A.1.12.1	sp|P10907|UGPC_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		2.4400000000000002e-43	36.036
P14175	3.A.1.12.1	sp|P23886|CYDC_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		2.49e-17	30.088
P14175	3.A.1.12.1	sp|P16679|PHNL_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		3.85e-19	32.579
P14175	3.A.1.12.1	sp|P37313|DPPF_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.76e-39	36.283
P14175	3.A.1.12.1	sp|P07109|HISP_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		4.5e-43	32.727
P14175	3.A.1.12.1	sp|P0A9U1|YBHF_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		6.27e-30	32.0
P14175	3.A.1.12.1	sp|P68187|MALK_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.02e-42	37.104
P14175	3.A.1.12.1	sp|P77737|OPPF_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.7700000000000002e-35	35.622
P14175	3.A.1.12.1	sp|P77622|DDPF_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		3.23e-31	33.484
P14175	3.A.1.12.1	sp|P0AAG0|DPPD_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		2.74e-31	34.483
P14175	3.A.1.12.1	sp|P30750|METN_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.8e-49	38.496
P14175	3.A.1.12.1	sp|P75796|GSIA_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.1699999999999999e-34	35.47
P14175	3.A.1.12.1	sp|P75796|GSIA_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		8.600000000000001e-32	32.171
P14175	3.A.1.12.1	sp|P37624|RBBA_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.2300000000000002e-21	30.137
P14175	3.A.1.12.1	sp|P0AAI1|SSUB_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.46e-38	40.0
P14175	3.A.1.12.1	sp|P77481|YCJV_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		2.63e-49	42.986
P14175	3.A.1.12.1	sp|P14175|PROV_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		0.0	100.0
P14175	3.A.1.12.1	sp|P31134|POTG_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		8.809999999999999e-55	39.683
P14175	3.A.1.12.1	sp|P0AAH0|PSTB_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.56e-33	31.489
P14175	3.A.1.12.1	sp|P37774|TCYN_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		9.19e-39	36.486
P14175	3.A.1.12.1	sp|P75957|LOLD_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		3.33e-33	35.821
P14175	3.A.1.12.1	sp|P45769|YHDZ_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		6.579999999999999e-46	35.088
P14175	3.A.1.12.1	sp|P33594|NIKE_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		6.42e-30	36.279
P14175	3.A.1.12.1	sp|P77795|YDCT_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.91e-48	39.394
P14175	3.A.1.12.1	sp|P0A9U3|YBIT_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		7.48e-10	30.131
P14175	3.A.1.12.1	sp|P60752|MSBA_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.47e-19	32.42
P14175	3.A.1.12.1	sp|P63386|MLAF_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		4.51e-38	36.937
P14175	3.A.1.12.1	sp|P33593|NIKD_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		2.11e-19	30.0
P14175	3.A.1.12.1	sp|P33941|YOJI_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		8.87e-16	31.004
P14175	3.A.1.12.1	sp|P0AAG3|GLTL_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.96e-42	34.914
P14175	3.A.1.12.1	sp|P75831|MACB_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		7.080000000000001e-27	34.158
P14175	3.A.1.12.1	sp|P0AAH8|SAPF_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.73e-36	31.086
P14175	3.A.1.12.1	sp|P37009|FBPC_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		5.54e-51	34.632
P14175	3.A.1.12.1	sp|P36879|YADG_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		3.12e-20	31.343
P14175	3.A.1.12.1	sp|P16676|CYSA_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.8099999999999997e-48	39.111
P14175	3.A.1.12.1	sp|P77268|DDPD_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		6.89e-29	33.051
P14175	3.A.1.12.1	sp|P0AAF6|ARTP_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.13e-34	38.278
P14175	3.A.1.12.1	sp|Q47538|TAUB_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		3.73e-41	36.607
P14175	3.A.1.12.1	sp|P33360|YEHX_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		3.82e-54	40.161
P14175	3.A.1.12.1	sp|P31548|THIQ_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.0099999999999999e-38	37.559
P14175	3.A.1.12.1	sp|P07821|FHUC_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		4.9699999999999995e-24	31.925
P14175	3.A.1.12.1	sp|P16677|PHNC_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		4.33e-25	31.197
P14175	3.A.1.12.1	sp|P69874|POTA_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		5.48e-52	42.489
P14175	3.A.1.12.1	sp|P0A9R7|FTSE_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.5200000000000002e-27	31.527
P14175	3.A.1.12.1	sp|P33916|YEJF_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		4.73e-33	33.921
P14175	3.A.1.12.1	sp|P33916|YEJF_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		6.61e-29	34.764
P14175	3.A.1.12.1	sp|P76027|OPPD_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		3.59e-25	30.837
P14175	3.A.1.12.1	sp|P76909|YNJD_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.79e-17	30.435
P14175	3.A.1.12.1	sp|P0A9T8|YBBA_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.7800000000000001e-29	35.385
P14175	3.A.1.12.1	sp|P10346|GLNQ_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.09e-49	37.751
P14175	3.A.1.12.1	sp|P10907|UGPC_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		2.4400000000000002e-43	36.036
P14175	3.A.1.12.1	sp|P23886|CYDC_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		2.49e-17	30.088
P14175	3.A.1.12.1	sp|P16679|PHNL_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		3.85e-19	32.579
P14176	3.A.1.12.1	sp|Q47539|TAUC_ECOLI	4-(trimethylammonio)butanoate (in) + ATP → 4-(trimethylammonio)butanoate (out) + ADP + Pi		1.55e-12	30.814
P14176	3.A.1.12.1	sp|P33361|YEHY_ECOLI	4-(trimethylammonio)butanoate (in) + ATP → 4-(trimethylammonio)butanoate (out) + ADP + Pi		4.58e-22	32.222
P14176	3.A.1.12.1	sp|P14176|PROW_ECOLI	4-(trimethylammonio)butanoate (in) + ATP → 4-(trimethylammonio)butanoate (out) + ADP + Pi		0.0	100.0
P14176	3.A.1.12.1	sp|Q47539|TAUC_ECOLI	4-(trimethylammonio)butanoate (out) + ATP → 4-(trimethylammonio)butanoate (in) + ADP + Pi		1.55e-12	30.814
P14176	3.A.1.12.1	sp|P33361|YEHY_ECOLI	4-(trimethylammonio)butanoate (out) + ATP → 4-(trimethylammonio)butanoate (in) + ADP + Pi		4.58e-22	32.222
P14176	3.A.1.12.1	sp|P14176|PROW_ECOLI	4-(trimethylammonio)butanoate (out) + ATP → 4-(trimethylammonio)butanoate (in) + ADP + Pi		0.0	100.0
P14176	3.A.1.12.1	sp|Q47539|TAUC_ECOLI	choline (in) + ATP → choline (out) + ADP + Pi		1.55e-12	30.814
P14176	3.A.1.12.1	sp|P33361|YEHY_ECOLI	choline (in) + ATP → choline (out) + ADP + Pi		4.58e-22	32.222
P14176	3.A.1.12.1	sp|P14176|PROW_ECOLI	choline (in) + ATP → choline (out) + ADP + Pi		0.0	100.0
P14176	3.A.1.12.1	sp|Q47539|TAUC_ECOLI	choline (out) + ATP → choline (in) + ADP + Pi		1.55e-12	30.814
P14176	3.A.1.12.1	sp|P33361|YEHY_ECOLI	choline (out) + ATP → choline (in) + ADP + Pi		4.58e-22	32.222
P14176	3.A.1.12.1	sp|P14176|PROW_ECOLI	choline (out) + ATP → choline (in) + ADP + Pi		0.0	100.0
P14176	3.A.1.12.1	sp|Q47539|TAUC_ECOLI	carnitinium (in) + ATP → carnitinium (out) + ADP + Pi		1.55e-12	30.814
P14176	3.A.1.12.1	sp|P33361|YEHY_ECOLI	carnitinium (in) + ATP → carnitinium (out) + ADP + Pi		4.58e-22	32.222
P14176	3.A.1.12.1	sp|P14176|PROW_ECOLI	carnitinium (in) + ATP → carnitinium (out) + ADP + Pi		0.0	100.0
P14176	3.A.1.12.1	sp|Q47539|TAUC_ECOLI	carnitinium (out) + ATP → carnitinium (in) + ADP + Pi		1.55e-12	30.814
P14176	3.A.1.12.1	sp|P33361|YEHY_ECOLI	carnitinium (out) + ATP → carnitinium (in) + ADP + Pi		4.58e-22	32.222
P14176	3.A.1.12.1	sp|P14176|PROW_ECOLI	carnitinium (out) + ATP → carnitinium (in) + ADP + Pi		0.0	100.0
P14176	3.A.1.12.1	sp|Q47539|TAUC_ECOLI	beta-alanine betaine (in) + ATP → beta-alanine betaine (out) + ADP + Pi		1.55e-12	30.814
P14176	3.A.1.12.1	sp|P33361|YEHY_ECOLI	beta-alanine betaine (in) + ATP → beta-alanine betaine (out) + ADP + Pi		4.58e-22	32.222
P14176	3.A.1.12.1	sp|P14176|PROW_ECOLI	beta-alanine betaine (in) + ATP → beta-alanine betaine (out) + ADP + Pi		0.0	100.0
P14176	3.A.1.12.1	sp|Q47539|TAUC_ECOLI	beta-alanine betaine (out) + ATP → beta-alanine betaine (in) + ADP + Pi		1.55e-12	30.814
P14176	3.A.1.12.1	sp|P33361|YEHY_ECOLI	beta-alanine betaine (out) + ATP → beta-alanine betaine (in) + ADP + Pi		4.58e-22	32.222
P14176	3.A.1.12.1	sp|P14176|PROW_ECOLI	beta-alanine betaine (out) + ATP → beta-alanine betaine (in) + ADP + Pi		0.0	100.0
P14176	3.A.1.12.1	sp|Q47539|TAUC_ECOLI	glycine betaine (in) + ATP → glycine betaine (out) + ADP + Pi		1.55e-12	30.814
P14176	3.A.1.12.1	sp|P33361|YEHY_ECOLI	glycine betaine (in) + ATP → glycine betaine (out) + ADP + Pi		4.58e-22	32.222
P14176	3.A.1.12.1	sp|P14176|PROW_ECOLI	glycine betaine (in) + ATP → glycine betaine (out) + ADP + Pi		0.0	100.0
P14176	3.A.1.12.1	sp|Q47539|TAUC_ECOLI	glycine betaine (out) + ATP → glycine betaine (in) + ADP + Pi		1.55e-12	30.814
P14176	3.A.1.12.1	sp|P33361|YEHY_ECOLI	glycine betaine (out) + ATP → glycine betaine (in) + ADP + Pi		4.58e-22	32.222
P14176	3.A.1.12.1	sp|P14176|PROW_ECOLI	glycine betaine (out) + ATP → glycine betaine (in) + ADP + Pi		0.0	100.0
P14176	3.A.1.12.1	sp|Q47539|TAUC_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		1.55e-12	30.814
P14176	3.A.1.12.1	sp|P33361|YEHY_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		4.58e-22	32.222
P14176	3.A.1.12.1	sp|P14176|PROW_ECOLI	proline (in) + ATP → proline (out) + ADP + Pi		0.0	100.0
P14176	3.A.1.12.1	sp|Q47539|TAUC_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		1.55e-12	30.814
P14176	3.A.1.12.1	sp|P33361|YEHY_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		4.58e-22	32.222
P14176	3.A.1.12.1	sp|P14176|PROW_ECOLI	proline (out) + ATP → proline (in) + ADP + Pi		0.0	100.0
P14283	1.B.12.2.1	sp|P52143|YPJA_ECOLI	Protein virulence factor (periplasm) → Protein virulence factor (external milieu)		1.65e-32	30.068
P14283	1.B.12.2.1	sp|P76017|YCGV_ECOLI	Protein virulence factor (periplasm) → Protein virulence factor (external milieu)		4.08e-41	30.134
P14319	2.A.7.1.1	sp|P69212|MDTJ_ECOLI			8.01e-10	32.353
P14319	2.A.7.1.1	sp|P69937|GDX_ECOLI			2.78e-15	32.353
P14319	2.A.7.1.1	sp|P23895|EMRE_ECOLI			5.77e-25	41.905
P14906	3.A.5.8.1	sp|P08622|DNAJ_ECOLI	ATP + protein (cytoplasm) ⇌(pmf) ADP + Pi + protein (periplasm or cytoplasmic membrane)		9.81e-11	42.466
P15028	3.A.1.14.1	sp|P15028|FECB_ECOLI	Fe(III)-complexed siderophore (in) + ATP → Fe(III)-complexed siderophore (out) + ADP + Pi		0.0	100.0
P15028	3.A.1.14.1	sp|P15028|FECB_ECOLI	Fe(III)-complexed siderophore (out) + ATP → Fe(III)-complexed siderophore (in) + ADP + Pi		0.0	100.0
P15029	3.A.1.14.1	sp|P06609|BTUC_ECOLI	Fe(III)-complexed siderophore (in) + ATP → Fe(III)-complexed siderophore (out) + ADP + Pi		3.23e-39	38.966
P15029	3.A.1.14.1	sp|P06972|FHUB_ECOLI	Fe(III)-complexed siderophore (in) + ATP → Fe(III)-complexed siderophore (out) + ADP + Pi		1.4899999999999998e-30	36.823
P15029	3.A.1.14.1	sp|P06972|FHUB_ECOLI	Fe(III)-complexed siderophore (in) + ATP → Fe(III)-complexed siderophore (out) + ADP + Pi		2.07e-25	34.629
P15029	3.A.1.14.1	sp|P15029|FECD_ECOLI	Fe(III)-complexed siderophore (in) + ATP → Fe(III)-complexed siderophore (out) + ADP + Pi		0.0	100.0
P15029	3.A.1.14.1	sp|P15030|FECC_ECOLI	Fe(III)-complexed siderophore (in) + ATP → Fe(III)-complexed siderophore (out) + ADP + Pi		7.679999999999999e-40	37.906
P15029	3.A.1.14.1	sp|P23876|FEPD_ECOLI	Fe(III)-complexed siderophore (in) + ATP → Fe(III)-complexed siderophore (out) + ADP + Pi		1.43e-37	36.393
P15029	3.A.1.14.1	sp|P23877|FEPG_ECOLI	Fe(III)-complexed siderophore (in) + ATP → Fe(III)-complexed siderophore (out) + ADP + Pi		1.11e-38	37.847
P15029	3.A.1.14.1	sp|P06609|BTUC_ECOLI	Fe(III)-complexed siderophore (out) + ATP → Fe(III)-complexed siderophore (in) + ADP + Pi		3.23e-39	38.966
P15029	3.A.1.14.1	sp|P06972|FHUB_ECOLI	Fe(III)-complexed siderophore (out) + ATP → Fe(III)-complexed siderophore (in) + ADP + Pi		1.4899999999999998e-30	36.823
P15029	3.A.1.14.1	sp|P06972|FHUB_ECOLI	Fe(III)-complexed siderophore (out) + ATP → Fe(III)-complexed siderophore (in) + ADP + Pi		2.07e-25	34.629
P15029	3.A.1.14.1	sp|P15029|FECD_ECOLI	Fe(III)-complexed siderophore (out) + ATP → Fe(III)-complexed siderophore (in) + ADP + Pi		0.0	100.0
P15029	3.A.1.14.1	sp|P15030|FECC_ECOLI	Fe(III)-complexed siderophore (out) + ATP → Fe(III)-complexed siderophore (in) + ADP + Pi		7.679999999999999e-40	37.906
P15029	3.A.1.14.1	sp|P23876|FEPD_ECOLI	Fe(III)-complexed siderophore (out) + ATP → Fe(III)-complexed siderophore (in) + ADP + Pi		1.43e-37	36.393
P15029	3.A.1.14.1	sp|P23877|FEPG_ECOLI	Fe(III)-complexed siderophore (out) + ATP → Fe(III)-complexed siderophore (in) + ADP + Pi		1.11e-38	37.847
P15030	3.A.1.14.1	sp|P06609|BTUC_ECOLI	Fe(III)-complexed siderophore (in) + ATP → Fe(III)-complexed siderophore (out) + ADP + Pi		6.29e-34	32.27
P15030	3.A.1.14.1	sp|P06972|FHUB_ECOLI	Fe(III)-complexed siderophore (in) + ATP → Fe(III)-complexed siderophore (out) + ADP + Pi		3.34e-30	35.172
P15030	3.A.1.14.1	sp|P06972|FHUB_ECOLI	Fe(III)-complexed siderophore (in) + ATP → Fe(III)-complexed siderophore (out) + ADP + Pi		1.8100000000000002e-21	33.577
P15030	3.A.1.14.1	sp|P15029|FECD_ECOLI	Fe(III)-complexed siderophore (in) + ATP → Fe(III)-complexed siderophore (out) + ADP + Pi		4.31e-37	37.906
P15030	3.A.1.14.1	sp|P15030|FECC_ECOLI	Fe(III)-complexed siderophore (in) + ATP → Fe(III)-complexed siderophore (out) + ADP + Pi		0.0	100.0
P15030	3.A.1.14.1	sp|P23876|FEPD_ECOLI	Fe(III)-complexed siderophore (in) + ATP → Fe(III)-complexed siderophore (out) + ADP + Pi		1.63e-39	38.989
P15030	3.A.1.14.1	sp|P23877|FEPG_ECOLI	Fe(III)-complexed siderophore (in) + ATP → Fe(III)-complexed siderophore (out) + ADP + Pi		7.21e-27	34.286
P15030	3.A.1.14.1	sp|P06609|BTUC_ECOLI	Fe(III)-complexed siderophore (out) + ATP → Fe(III)-complexed siderophore (in) + ADP + Pi		6.29e-34	32.27
P15030	3.A.1.14.1	sp|P06972|FHUB_ECOLI	Fe(III)-complexed siderophore (out) + ATP → Fe(III)-complexed siderophore (in) + ADP + Pi		3.34e-30	35.172
P15030	3.A.1.14.1	sp|P06972|FHUB_ECOLI	Fe(III)-complexed siderophore (out) + ATP → Fe(III)-complexed siderophore (in) + ADP + Pi		1.8100000000000002e-21	33.577
P15030	3.A.1.14.1	sp|P15029|FECD_ECOLI	Fe(III)-complexed siderophore (out) + ATP → Fe(III)-complexed siderophore (in) + ADP + Pi		4.31e-37	37.906
P15030	3.A.1.14.1	sp|P15030|FECC_ECOLI	Fe(III)-complexed siderophore (out) + ATP → Fe(III)-complexed siderophore (in) + ADP + Pi		0.0	100.0
P15030	3.A.1.14.1	sp|P23876|FEPD_ECOLI	Fe(III)-complexed siderophore (out) + ATP → Fe(III)-complexed siderophore (in) + ADP + Pi		1.63e-39	38.989
P15030	3.A.1.14.1	sp|P23877|FEPG_ECOLI	Fe(III)-complexed siderophore (out) + ATP → Fe(III)-complexed siderophore (in) + ADP + Pi		7.21e-27	34.286
P15078	2.A.114.1.1	sp|P39396|BTST_ECOLI			0.0	61.571
P15078	2.A.114.1.1	sp|P15078|CSTA_ECOLI			0.0	100.0
P15380	2.A.3.10.3	sp|P25737|LYSP_ECOLI	proline (out) + nH+ (out) → proline (in) + nH+ (in)		1.78e-85	33.333
P15380	2.A.3.10.3	sp|P0AAE2|PROY_ECOLI	proline (out) + nH+ (out) → proline (in) + nH+ (in)		8.67e-50	31.695
P15380	2.A.3.10.3	sp|P0AAE0|CYCA_ECOLI	proline (out) + nH+ (out) → proline (in) + nH+ (in)		6.12e-55	31.221
P15380	2.A.3.10.3	sp|P15993|AROP_ECOLI	proline (out) + nH+ (out) → proline (in) + nH+ (in)		3.8100000000000003e-66	33.406
P15380	2.A.3.10.3	sp|P24207|PHEP_ECOLI	proline (out) + nH+ (out) → proline (in) + nH+ (in)		5.79e-60	31.473
P15380	2.A.3.10.3	sp|P27837|THRP_ECOLI	proline (out) + nH+ (out) → proline (in) + nH+ (in)		4.64e-58	32.367
P15380	2.A.3.10.3	sp|P25737|LYSP_ECOLI	proline (out) + S2 (in) ⇌ proline (in) + S2 (out)		1.78e-85	33.333
P15380	2.A.3.10.3	sp|P0AAE2|PROY_ECOLI	proline (out) + S2 (in) ⇌ proline (in) + S2 (out)		8.67e-50	31.695
P15380	2.A.3.10.3	sp|P0AAE0|CYCA_ECOLI	proline (out) + S2 (in) ⇌ proline (in) + S2 (out)		6.12e-55	31.221
P15380	2.A.3.10.3	sp|P15993|AROP_ECOLI	proline (out) + S2 (in) ⇌ proline (in) + S2 (out)		3.8100000000000003e-66	33.406
P15380	2.A.3.10.3	sp|P24207|PHEP_ECOLI	proline (out) + S2 (in) ⇌ proline (in) + S2 (out)		5.79e-60	31.473
P15380	2.A.3.10.3	sp|P27837|THRP_ECOLI	proline (out) + S2 (in) ⇌ proline (in) + S2 (out)		4.64e-58	32.367
P15400	4.A.1.2.10	sp|P08722|PTV3B_ECOLI			1.02e-56	30.921
P15582	3.D.1.6.2	sp|P0AFE8|NUOM_ECOLI		a ubiquinone + NADH + 5 H(+)(in) = a ubiquinol + NAD(+) + 4 H(+)(out)	3.5300000000000005e-58	32.613
P15643	3.A.15.1.1	sp|Q46834|YGHF_ECOLI			1.62e-18	32.195
P15645	3.A.15.1.1	sp|P45759|GSPE_ECOLI			0.0	58.091
P15645	3.A.15.1.1	sp|P52052|YGGR_ECOLI			7.79e-32	35.943
P15645	3.A.15.1.1	sp|P36645|HOFB_ECOLI			5.040000000000001e-103	44.103
P15686	2.A.1.1.14	sp|P0AE24|ARAE_ECOLI	hexose (out) ⇌ hexose (in)		1.04e-54	32.328
